10,1,1122028
10,6,974860
10,11,1473867
10,16,1410534
10,21,1554901
10,26,1517892
10,31,1284179
10,36,1439960
10,41,1482885
10,46,1400499
10,51,1158870
10,56,1167611
10,61,1357598
10,66,1126159
10,71,1217151
10,76,1409569
10,81,1181956
10,86,1246542
10,91,1174518
10,96,1161810
12,1,730920
12,6,834983
12,11,1418994
12,16,1565710
12,21,1377297
12,26,1622477
12,31,1699196
12,36,1505073
12,41,1642761
12,46,1599565
12,51,1499810
12,56,1418153
12,61,1346962
12,66,1473098
12,71,1185252
12,76,1410648
12,81,1410158
12,86,1278175
12,91,1299412
12,96,1251556
14,1,555567
14,6,612655
14,11,1542897
14,16,1669123
14,21,1821553
14,26,1631618
14,31,1619192
14,36,1761762
14,41,1595909
14,46,1320663
14,51,1669549
14,56,1660660
14,61,1519402
14,66,1610591
14,71,1557350
14,76,1660107
14,81,1414490
14,86,1407627
14,91,1412936
14,96,1284364
16,1,527205
16,6,519848
16,11,1625060
16,16,1441710
16,21,1554323
16,26,1701692
16,31,1859796
16,36,2022170
16,41,1694591
16,46,1931867
16,51,1792118
16,56,1552542
16,61,1607705
16,66,1661944
16,71,1563492
16,76,1454165
16,81,1646326
16,86,1580396
16,91,1704872
16,96,1410275
18,1,488048
18,6,631638
18,11,1586744
18,16,1713583
18,21,1794550
18,26,2031674
18,31,1892071
18,36,1726547
18,41,1708978
18,46,1972227
18,51,1938527
18,56,1575815
18,61,1820293
18,66,1776050
18,71,1757699
18,76,1546725
18,81,1554592
18,86,1617714
18,91,1417010
18,96,1524174
20,1,591148
20,6,470536
20,11,1434677
20,16,1283627
20,21,1576243
20,26,1577064
20,31,1726264
20,36,1546642
20,41,1736484
20,46,1683437
20,51,1824370
20,56,1519789
20,61,1869559
20,66,1584930
20,71,1572981
20,76,1518666
20,81,1420294
20,86,1450042
20,91,1606587
20,96,1493164
22,1,598807
22,6,614012
22,11,1022623
22,16,1056096
22,21,1481054
22,26,1433308
22,31,1476680
22,36,1558103
22,41,1647325
22,46,1555134
22,51,1445274
22,56,1339327
22,61,1422551
22,66,1637900
22,71,1543218
22,76,1600467
22,81,1415293
22,86,1494998
22,91,1366967
22,96,1568159
24,1,589204
24,6,659099
24,11,895646
24,16,1014174
24,21,1114873
24,26,1373739
24,31,1310036
24,36,1517556
24,41,1395639
24,46,1398434
24,51,1562855
24,56,1659551
24,61,1503325
24,66,1388437
24,71,1356621
24,76,1354446
24,81,1489743
24,86,1447801
24,91,1159255
24,96,1557147
26,1,628070
26,6,641278
26,11,698619
26,16,861341
26,21,1061890
26,26,1204194
26,31,1262984
26,36,1327757
26,41,1474712
26,46,1195197
26,51,1510473
26,56,1320037
26,61,1273933
26,66,1452521
26,71,1217964
26,76,1451188
26,81,1435030
26,86,1042008
26,91,1135188
26,96,1172066
28,1,711824
28,6,670297
28,11,806433
28,16,706625
28,21,949421
28,26,1002327
28,31,1282754
28,36,1324950
28,41,1340671
28,46,1229115
28,51,1268695
28,56,1208439
28,61,1236484
28,66,1193017
28,71,1171749
28,76,1250371
28,81,1223625
28,86,1061039
28,91,1201439
28,96,1302651
10,0,1272109
10,2,1115579
10,4,980059
10,6,1084716
10,8,990644
10,10,1113213
10,12,1321058
10,14,1272408
10,16,1223052
10,18,1321644
10,20,1421632
10,22,1324126
10,24,1322989
10,26,1469687
10,28,1579542
10,30,1552842
10,32,1324782
10,34,1342690
10,36,1606790
10,38,1511095
10,40,1593623
10,42,1493038
10,44,1512031
10,46,1498924
10,48,1541709
10,50,1489702
10,52,1351566
10,54,1440139
10,56,1361801
10,58,1512764
10,60,1334667
10,62,1321128
10,64,1324444
10,66,1316873
10,68,1384806
10,70,1374039
10,72,1355129
10,74,1221105
10,76,1284810
10,78,1214864
10,80,1357821
10,82,1299349
10,84,1189145
10,86,1252185
10,88,1350782
10,90,1200710
10,92,1166696
10,94,1240596
10,96,1129167
10,98,1179425
11,0,1359856
11,2,881823
11,4,894470
11,6,995729
11,8,875350
11,10,865689
11,12,1519086
11,14,1496316
11,16,1437212
11,18,1598248
11,20,1367820
11,22,1534762
11,24,1556712
11,26,1532999
11,28,1540534
11,30,1513511
11,32,1519975
11,34,1572069
11,36,1429287
11,38,1550753
11,40,1526611
11,42,1530534
11,44,1346663
11,46,1631883
11,48,1521234
11,50,1580001
11,52,1410587
11,54,1513432
11,56,1448850
11,58,1475957
11,60,1426550
11,62,1442949
11,64,1373198
11,66,1576925
11,68,1403295
11,70,1350665
11,72,1317749
11,74,1232793
11,76,1294013
11,78,1348608
11,80,1420917
11,82,1253750
11,84,1260349
11,86,1345900
11,88,1190450
11,90,1381301
11,92,1245895
11,94,1208836
11,96,1319727
11,98,1282363
12,0,1445454
12,2,742488
12,4,690911
12,6,733608
12,8,664761
12,10,617562
12,12,1407475
12,14,1533842
12,16,1479269
12,18,1542805
12,20,1441632
12,22,1649566
12,24,1540966
12,26,1222727
12,28,1336800
12,30,1327986
12,32,1166761
12,34,1168412
12,36,1548400
12,38,1650991
12,40,1604466
12,42,1488505
12,44,1664420
12,46,1471914
12,48,1546717
12,50,1414468
12,52,1360531
12,54,1388499
12,56,1444389
12,58,1494741
12,60,1483049
12,62,1361978
12,64,1417137
12,66,1395057
12,68,1476002
12,70,1433371
12,72,1549428
12,74,1300310
12,76,1571543
12,78,1312263
12,80,1415053
