25,0,258007
25,25,217742
25,50,185069
25,75,297504
25,100,267521
25,125,247881
25,150,288841
25,175,294964
25,200,274052
25,225,279647
25,250,309978
25,275,302107
25,300,295078
25,325,313149
25,350,305081
25,375,305105
25,400,299245
25,425,308783
25,450,304436
25,475,320460
50,0,493387
50,25,486085
50,50,438954
50,75,376017
50,100,343360
50,125,460454
50,150,523484
50,175,501252
50,200,491914
50,225,487803
50,250,489002
50,275,509438
50,300,502604
50,325,516009
50,350,521414
50,375,512941
50,400,527950
50,425,499732
50,450,516830
50,475,539567
75,0,712551
75,25,618916
75,50,695848
75,75,618612
75,100,576752
75,125,529197
75,150,533193
75,175,555555
75,200,634454
75,225,676384
75,250,681523
75,275,647396
75,300,666093
75,325,696164
75,350,662895
75,375,681598
75,400,663416
75,425,640220
75,450,691687
75,475,732121
100,0,795182
100,25,668504
100,50,808304
100,75,893269
100,100,841106
100,125,786976
100,150,749592
100,175,692277
100,200,668074
100,225,633387
100,250,721730
100,275,724253
100,300,793548
100,325,894887
100,350,824323
100,375,782620
100,400,775166
100,425,773888
100,450,865867
100,475,770318
125,0,860739
125,25,744010
125,50,1005124
125,75,1074041
125,100,1051091
125,125,996759
125,150,948365
125,175,894481
125,200,856190
125,225,819890
125,250,791637
125,275,730957
125,300,720764
125,325,808011
125,350,818995
125,375,826284
125,425,964042
125,450,831304
125,475,830677
150,0,903570
150,25,915321
150,50,838852
150,75,1232712
150,100,1291752
150,125,1121173
150,150,1119189
150,175,1049683
150,200,1003472
150,225,922037
150,250,922233
150,275,876416
150,300,890241
150,325,818125
150,350,946647
150,400,900801
150,425,847741
150,450,840892
175,0,1110707
175,50,841237
175,75,955530
175,100,1173741
175,125,1285392
175,150,1272214
175,175,1186167
175,200,1159844
175,225,1133753
175,250,952439
175,275,1019136
175,300,872007
175,325,967222
175,350,934088
175,375,944605
175,400,899887
175,425,1049029
175,450,874898
175,475,983055
200,0,1083847
200,25,770079
200,50,993700
200,75,978877
200,100,1364691
200,125,1150305
200,150,1263792
200,175,1196779
200,200,1179257
200,225,1141755
200,250,1122735
200,300,1009932
200,325,1004137
200,350,1131346
200,375,968006
200,400,1055336
200,425,914925
200,450,904563
200,475,932753
225,0,927407
225,25,833715
225,50,825077
225,75,797114
225,100,970999
225,125,1033633
225,150,1123531
225,175,1237617
225,200,1242760
225,225,1149966
225,250,1113263
225,275,1116088
225,300,1193329
225,325,1041605
225,350,1009377
225,375,1006640
225,400,968050
225,425,1052876
225,450,881141
225,475,992167
250,0,858607
250,25,621863
250,50,801951
250,75,924170
250,100,945048
250,125,1081783
250,150,1074621
250,175,757181
250,200,1067973
250,225,1180220
250,250,1318106
250,275,1090490
250,300,1018684
250,325,1009578
250,350,1023903
250,375,1123341
250,400,1101511
250,425,1085773
250,450,1047068
250,475,999243
275,0,737322
275,25,636446
275,50,801795
275,75,715072
275,100,772307
275,125,1050491
275,150,1084246
275,175,1048591
275,200,1190969
275,225,1190169
275,250,1143138
275,275,1070060
275,300,1259322
275,325,1199139
275,350,826249
275,400,1000336
275,425,1047957
275,450,1069006
275,475,1051312
300,0,978499
300,25,724761
300,50,705234
300,75,696293
300,100,782492
300,125,803676
300,150,960718
300,175,920184
300,200,1230418
300,250,1155834
300,275,859277
300,300,948327
300,325,1252999
300,350,1012753
300,375,902643
300,400,1131912
300,425,962455
300,450,962320
300,475,901241
325,0,726945
325,50,567595
325,75,525574
325,100,503808
325,125,763494
325,150,811902
325,175,809831
325,225,822954
325,250,750209
325,275,1121677
325,300,1051426
325,325,973400
325,350,962482
325,375,1120717
325,400,822900
325,425,967969
325,450,677951
325,475,894003
350,0,576995
350,25,472397
350,50,515297
350,75,469361
350,100,582722
350,125,606227
350,150,889945
350,175,741223
350,200,866099
350,250,701645
350,275,907513
350,300,948601
350,325,986200
350,350,925867
350,375,1025732
350,400,786119
350,425,828970
350,450,741162
350,475,858862
375,0,480550
375,25,448529
375,50,490667
375,75,570725
375,100,595151
375,125,615070
375,175,634489
375,200,648382
375,225,634169
375,250,650858
375,275,740885
375,300,895232
375,325,713281
375,350,815299
375,375,736270
375,400,848776
375,425,707547
375,450,708217
375,475,581955
400,0,598835
400,25,323364
400,50,415323
400,75,442922
400,100,511271
400,125,422463
400,150,549754
400,175,546231
400,200,394129
400,225,692896
400,250,600973
400,275,768034
400,300,528674
400,350,735226
400,375,692346
400,400,533815
400,425,783957
400,450,664612
400,475,510978
425,0,507150
425,25,435563
425,50,319055
425,75,367362
425,100,411182
425,125,468699
425,150,388471
425,175,491909
425,200,428921
425,225,522659
425,250,564074
425,275,617276
425,300,627599
425,325,537911
425,350,642994
425,375,586459
425,400,515926
425,425,642736
425,450,584513
425,475,390038
450,0,514263
450,25,475521
450,50,381071
450,75,330460
450,100,313631
450,125,303138
450,150,375223
450,175,450292
450,200,457576
450,225,451196
450,250,457166
450,275,361632
450,300,489717
450,325,417387
450,375,543148
450,400,508551
450,425,396889
450,450,665899
450,475,429823
475,0,571625
475,25,265469
475,50,274978
475,75,324645
475,100,306895
475,125,311857
475,150,303317
475,175,364217
475,200,346544
475,225,350414
475,250,379774
475,275,337145
475,300,456891
475,325,549379
475,350,430626
475,375,460488
475,400,375489
475,425,419195
475,450,592460
475,475,387678
